ID,y
410,80.6789
412,112.592636
413,89.43528
419,99.85245
420,106.073616
421,90.00922
430,105.936615
434,93.49152
436,95.03855
437,102.37978
438,90.62475
439,110.83548
440,101.40988
443,101.602005
446,94.9999
448,93.23867
452,94.56743
453,108.84059
457,99.35535
458,94.7248
459,113.91167
460,103.96632
462,103.69823
464,101.382935
465,116.906456
467,112.35935
471,107.47099
472,77.4103
473,105.558716
475,95.838524
480,102.587074
488,105.53344
490,109.23588
491,104.89627
492,83.36628
493,98.041916
497,94.48433
498,107.443825
499,94.31573
500,100.91115
501,94.942444
502,110.78046
506,87.3095
510,107.91708
511,90.59796
512,93.66404
516,93.928764
518,97.561
519,112.27595
521,92.00462
522,111.46719
526,114.15726
529,106.42824
532,112.0562
533,95.033585
536,111.3723
537,94.84998
539,94.782104
540,105.60707
541,96.79604
543,93.72035
546,109.56208
547,98.99628
548,91.19561
551,94.75828
552,107.627174
556,101.13598
557,101.54013
558,106.63269
559,94.36993
560,105.77099
562,105.320946
566,98.19896
570,107.443825
571,102.37978
572,100.276665
573,93.77052
575,116.906456
576,108.67114
577,95.44345
579,91.13422
580,112.24287
581,108.79833
589,109.23588
591,101.54794
593,95.25634
594,105.41997
595,94.88513
598,95.129616
602,106.64898
604,111.86903
606,107.23392
608,103.86206
609,105.92782
610,96.60875
616,108.14612
617,94.447235
618,106.90704
620,106.94995
622,101.95358
623,89.1902
624,109.013794
626,112.4161
628,112.19883
629,97.20163
630,109.57278
637,91.81391
638,100.989716
643,105.69861
645,102.587074
646,111.55168
648,94.9078
652,98.491356
653,100.78962
654,107.443825
656,110.99871
657,104.679146
659,100.16025
660,109.688194
663,93.278046
664,110.12675
666,107.53546
668,104.982315
669,94.11578
671,95.28884
675,90.5345
677,96.828606
678,107.39778
679,103.959915
682,106.93427
685,107.94098
687,96.588974
688,94.82552
693,111.62493
696,98.979164
698,93.81256
701,98.92831
704,97.88481
705,116.81554
709,104.24101
710,98.820595
711,107.93799
712,98.97598
714,110.59599
715,90.728134
716,109.23588
717,95.0223
720,115.78233
721,93.59855
724,105.76562
725,95.18971
726,100.82781
728,111.008575
731,97.665016
734,111.29707
738,93.16086
745,105.47462
746,92.51093
751,78.44631
754,95.895905
756,98.750465
758,98.3053
759,109.29253
761,117.45741
766,99.49939
767,106.78872
768,89.2429
769,111.328735
770,98.27551
771,83.36628
772,107.34713
773,96.46263
774,103.047104
776,110.115974
777,104.19483
780,113.29572
782,105.56134
787,103.3593
788,94.782104
792,91.02609
793,113.32304
798,108.643524
800,90.84998
806,109.23588
809,110.797806
811,107.36277
812,95.9213
814,116.906456
816,106.97513
817,94.1633
818,108.87969
820,99.68579
823,95.10462
829,93.94491
830,112.72051
831,91.97278
834,110.538345
839,103.40683
841,83.66774
844,104.80491
845,94.65881
848,91.95583
850,114.81239
851,106.85479
852,97.74453
854,93.01311
855,104.94045
856,108.9883
859,102.31016
861,103.047104
864,93.5357
865,103.97495
866,92.1134
867,98.10387
869,96.58323
871,92.90197
872,109.23588
882,103.51408
883,93.49152
885,95.021614
888,98.97727
893,107.437256
901,107.5985
903,104.85054
904,93.594734
905,107.97592
910,100.36111
911,112.77315
914,110.447845
918,107.3735
921,91.75477
928,96.69142
929,108.790504
932,103.17909
933,96.05555
934,100.36111
935,108.705574
937,80.13455
939,94.18602
940,105.76621
941,99.49338
942,105.599396
943,92.609535
944,105.18802
947,109.23588
949,109.01844
951,102.24376
952,94.72537
953,104.85054
954,77.12827
957,110.21149
959,90.10647
960,110.33545
963,116.906456
965,109.23588
967,108.93756
971,94.6887
972,77.46526
973,91.74982
974,110.830505
975,99.03588
978,107.00204
980,96.26513
981,93.88737
984,110.42901
986,100.36111
988,89.2429
989,107.30008
990,107.004684
992,107.5985
996,103.728714
999,109.59904
1000,103.69903
1001,103.97495
1002,90.47045
1003,110.115974
1004,90.56118
1008,110.77492
1009,102.89758
1010,106.92617
1012,109.99733
1013,94.760704
1014,107.490265
1015,94.39041
1016,116.62326
1019,94.09268
1020,107.56116
1021,100.36111
1022,98.1045
1024,100.36111
1025,92.73108
1027,96.41613
1028,109.80846
1029,98.0996
1030,100.39212
1033,110.258766
1036,101.8513
1037,107.44456
1038,91.48898
1042,94.18602
1043,106.05575
1044,96.04007
1045,111.064156
1047,114.35492
1050,94.64688
1051,108.42958
1054,94.7248
1056,93.88737
1057,95.047874
1059,94.073975
1062,106.04164
1063,100.83347
1064,93.88737
1066,94.78727
1070,112.620705
1076,110.47523
1077,98.872665
1078,111.2931
1080,108.202644
1082,100.88368
1083,99.26697
1089,106.03793
1091,98.97727
1093,96.36586
1097,94.621574
1099,96.77958
1101,100.16226
1103,99.63321
1104,111.7712
1106,105.94158
1109,93.278404
1110,109.85766
1111,107.20228
1112,109.91287
1114,94.42289
1116,96.27311
1117,108.38452
1120,100.76714
1124,111.92109
1125,94.67884
1126,113.067825
1134,107.29825
1137,91.723274
1138,111.474464
1144,111.12656
1145,94.88513
1146,92.5621
1148,99.87727
1150,98.695816
1152,104.80491
1153,101.665245
1154,106.442825
1155,94.998726
1157,98.28894
1162,95.782776
1165,110.86908
1166,96.53459
1167,101.658195
1168,103.740204
1169,102.31016
1171,118.45773
1172,103.68157
1173,102.31016
1174,97.61476
1176,106.76701
1177,108.2348
1178,96.11512
1182,111.86684
1186,102.25133
1187,104.84818
1188,92.94997
1189,113.248695
1191,106.83937
1192,95.579605
1197,111.63764
1198,94.75642
1200,79.39654
1201,94.12639
1203,97.78272
1209,116.906456
1214,107.845604
1218,110.75377
1222,99.583145
1226,97.049736
1228,96.84715
1230,102.8716
1232,79.36268
1233,108.70637
1236,112.441956
1238,100.886925
1241,111.12656
1244,98.79164
1246,103.68177
1247,100.10552
1250,104.61437
1251,99.43097
1254,104.99617
1255,98.44533
1256,109.72259
1257,97.75384
1258,111.701385
1259,111.969604
1260,94.22558
1263,112.25334
1267,79.68225
1268,110.18159
1271,97.16967
1272,107.99861
1274,105.545
1275,95.782776
1276,108.99094
1277,90.51295
1279,92.5621
1281,98.389656
1282,92.94997
1283,105.93569
1285,104.674934
1286,93.904236
1289,112.58967
1296,97.98964
1299,101.679504
1301,103.728714
1306,89.70151
1307,95.41352
1308,93.6553
1313,108.99094
1314,95.373314
1315,109.85766
1316,92.99396
1317,108.51502
1319,92.56517
1323,107.19916
1324,109.14352
1325,96.23554
1328,102.5363
1329,92.1495
1330,103.047104
1331,100.829506
1332,104.61835
1337,101.42479
1338,99.05637
1339,92.00462
1340,101.641335
1343,105.95045
1347,110.99
1348,97.28987
1349,107.754105
1352,94.56576
1354,103.76051
1359,111.87841
1360,101.4411
1363,108.2654
1364,99.92369
1365,103.171104
1366,101.785416
1372,99.244064
1375,97.46809
1376,97.884964
1378,96.174774
1379,107.90317
1380,101.61016
1381,102.04089
1384,109.39339
1387,100.36155
1388,107.04829
1392,75.62313
1394,102.22448
1395,95.04556
1396,109.332
1398,96.73615
1399,109.332
1400,91.459656
1401,92.90105
1403,101.44771
1404,98.63196
1406,109.332
1407,94.36679
1408,111.85096
1410,80.47325
1412,109.36218
1413,93.54048
1415,96.90989
1420,111.85096
1422,110.32495
1423,100.41192
1424,111.85096
1425,98.87319
1426,80.47325
1427,102.341774
1429,95.25666
1430,108.31252
1431,103.34217
1432,100.24871
1434,109.20773
1437,94.36702
1438,105.000175
1440,109.642075
1441,106.36369
1442,95.83211
1444,107.536934
1445,96.32404
1446,104.940834
1448,93.366776
1453,93.40714
1454,109.36218
1455,93.22098
1456,107.30593
1458,109.36218
1459,94.54975
1461,97.00922
1465,100.36155
1466,110.35085
1469,107.13059
1472,93.40714
1474,97.081085
1477,108.24718
1479,107.63054
1482,109.49927
1483,78.041466
1487,95.21382
1488,105.325455
1490,114.93565
1492,105.18348
1494,117.83875
1496,98.88618
1497,98.52027
1499,104.383545
1502,94.47189
1507,103.06224
1508,94.56576
1509,102.77612
1511,92.917404
1512,107.56897
1513,116.562035
1514,99.89402
1518,112.29528
1519,91.85439
1522,111.23777
1524,78.357346
1527,95.83211
1529,94.85122
1532,106.68942
1536,112.96636
1537,116.950874
1539,101.83527
1542,111.16559
1543,97.884964
1544,105.43694
1545,80.02614
1550,94.926384
1551,103.094864
1554,113.4004
1556,108.99131
1559,94.435104
1560,77.79611
1562,99.08031
1566,91.85744
1567,111.81587
1569,105.278275
1570,110.19285
1571,108.67127
1574,94.56576
1578,106.950645
1580,93.59111
1583,104.7044
1584,94.56576
1585,107.04862
1586,103.98935
1587,112.41401
1588,95.478836
1590,116.203575
1592,104.47727
1596,96.68078
1598,105.572464
1599,95.76289
1604,108.92883
1606,102.60836
1607,93.54048
1608,99.27052
1609,117.05388
1611,96.9291
1613,96.13854
1616,97.65426
1619,108.43382
1620,94.22116
1621,112.07096
1622,98.663864
1625,108.84228
1627,117.05388
1629,102.16647
1634,98.0763
1636,95.36625
1638,106.266235
1639,97.695694
1641,101.43611
1643,95.39695
1644,102.37936
1645,117.98887
1646,104.18742
1647,112.18355
1648,96.00882
1652,93.59111
1653,113.24783
1656,95.84698
1658,95.76289
1659,108.73479
1661,101.618484
1663,93.54048
1664,104.82524
1665,95.453255
1666,108.99131
1667,101.0249
1668,79.67522
1669,102.11832
1670,95.56992
1672,112.62901
1674,104.74367
1677,105.325455
1678,94.59291
1679,111.42263
1680,100.99805
1683,110.106445
1686,104.01045
1687,109.99012
1689,106.389824
1690,95.66638
1691,115.778625
1692,113.40289
1693,94.56576
1695,96.60906
1696,93.40714
1697,108.73052
1700,108.99131
1701,97.71161
1702,112.41401
1703,92.49773
1704,105.595566
1706,95.33001
1707,109.41588
1708,97.23271
1710,93.02908
1711,106.04313
1713,101.3353
1717,109.24996
1719,106.950645
1720,96.59624
1722,95.9896
1725,104.52728
1726,96.4077
1727,101.30636
1729,105.74616
1730,90.99456
1731,107.35438
1733,108.99131
1734,95.09033
1735,110.32495
1738,96.13854
1742,103.4395
1745,104.74367
1747,96.03938
1749,100.56807
1751,97.506485
1752,77.8389
1753,102.30427
1754,95.7524
1755,94.593094
1756,102.45817
1758,106.099236
1759,92.96564
1760,106.40144
1761,108.351715
1762,91.950165
1763,105.68873
1764,109.11685
1766,101.802536
1768,92.935745
1769,80.40506
1771,106.74421
1772,97.60303
1773,109.61221
1774,99.21219
1775,108.70286
1777,111.328064
1779,92.96564
1780,106.600235
1787,92.49773
1788,94.87614
1790,95.84848
1796,112.73961
1801,91.044716
1803,93.955894
1807,112.13842
1809,106.098114
1812,97.6139
1813,109.37516
1814,101.92067
1815,110.16397
1816,96.296875
1818,93.50257
1820,92.42247
1821,115.415924
1822,95.34776
1825,96.72244
1826,106.54801
1828,96.04145
1831,103.98558
1836,101.52502
1837,95.74957
1841,97.081085
1844,103.43191
1848,90.55621
1851,101.83527
1852,94.56683
1853,93.95528
1854,97.60321
1856,103.35771
1859,106.098114
1860,98.12561
1861,78.25728
1863,110.28412
1865,96.74613
1866,104.30558
1867,96.067154
1868,92.8526
1872,95.73852
1879,98.2678
1880,107.02358
1882,97.3795
1885,109.96702
1887,104.29356
1888,95.0081
1890,103.83395
1894,97.098045
1895,102.17255
1896,93.31845
1897,108.57194
1900,109.65358
1901,94.435104
1902,106.851074
1905,99.31769
1906,107.97873
1912,106.68447
1915,96.65048
1916,107.354454
1917,93.952675
1918,104.40539
1920,78.42692
1923,101.01155
1924,102.99407
1925,96.4077
1930,117.05388
1932,113.175735
1933,111.286194
1934,110.62361
1935,94.16189
1940,80.47325
1941,98.11534
1942,115.762276
1943,104.139244
1944,92.80063
1945,101.46207
1948,116.950874
1949,92.58176
1952,99.27328
1954,94.455444
1955,115.84359
1958,96.36756
1959,84.226036
1960,105.68873
1963,96.005
1965,103.04516
1968,102.90039
1969,99.92369
1971,96.255005
1972,111.00095
1973,92.82573
1975,91.91322
1977,101.851944
1978,96.8454
1979,109.093376
1981,92.575294
1982,110.2694
1987,110.58411
1988,91.85744
1993,103.89546
1997,93.04256
1999,95.79107
2001,96.02823
2002,115.13546
2003,101.63457
2004,78.322266
2006,111.39074
2007,94.556595
2009,106.40144
2010,93.99889
2013,102.669754
2018,78.748024
2022,98.37926
2024,106.76292
2025,97.15023
2026,103.83232
2030,106.33154
2031,95.354126
2032,106.68447
2033,96.13558
2035,99.325485
2036,113.620384
2037,92.82036
2040,96.19786
2043,109.34722
2044,124.597336
2046,106.274864
2054,109.69336
2055,95.08665
2056,106.600235
2059,94.79387
2060,94.435104
2062,92.635635
2063,108.53209
2066,97.098045
2067,115.28919
2072,101.02929
2073,107.48272
2074,108.87517
2075,99.98778
2076,97.05425
2080,96.06152
2082,94.435104
2085,99.53922
2087,107.61716
2091,108.08798
2092,96.10673
2093,106.600235
2098,101.18414
2101,105.68873
2102,93.375465
2103,80.47325
2105,104.04719
2106,93.79027
2107,100.81282
2110,96.62411
2114,98.14434
2115,113.708496
2117,87.23779
2118,96.27265
2119,105.959274
2120,97.018166
2122,103.53057
2123,112.73726
2126,94.56019
2127,107.497086
2128,97.50668
2129,109.15493
2132,110.8573
2135,105.206
2138,104.008804
2139,117.05388
2141,110.76618
2142,94.42018
2146,98.12368
2151,110.62831
2157,105.12781
2159,100.60692
2162,92.976746
2164,116.820076
2167,95.20782
2168,110.53738
2171,98.06845
2173,95.13279
2174,104.83658
2175,95.51701
2178,94.0027
2180,96.57206
2185,110.94201
2189,93.906975
2190,112.23407
2192,103.083305
2194,112.446175
2200,104.743645
2201,98.38891
2203,107.67966
2204,97.408714
2205,110.14087
2209,109.77411
2213,103.263756
2214,94.546844
2215,108.5507
2216,98.459366
2218,94.74882
2219,110.10887
2220,101.588326
2222,98.420616
2223,105.12096
2225,110.01912
2226,94.068985
2230,101.179985
2233,111.51675
2234,106.87282
2235,97.408714
2236,77.51179
2237,92.67795
2240,116.14815
2241,96.37834
2248,104.12324
2249,96.82545
2250,101.47976
2252,110.1696
2253,99.95218
2254,111.44359
2256,79.256805
2258,94.57947
2259,100.90527
2262,97.20836
2265,94.812096
2266,103.806335
2269,100.02453
2271,104.20889
2273,95.03484
2274,108.332504
2275,98.243225
2277,98.73612
2279,97.408714
2280,77.32185
2282,96.57206
2283,102.43096
2288,96.13201
2289,107.87359
2291,96.04303
2292,117.761086
2297,108.90803
2298,106.30993
2299,98.31874
2300,111.52864
2301,92.889656
2304,94.261024
2305,101.74719
2306,97.20836
2308,94.88366
2309,100.85689
2311,104.84734
2312,100.14309
2316,103.26322
2321,104.41686
2322,106.41404
2325,106.13651
2326,93.856064
2329,117.761086
2330,99.187675
2331,101.9528
2332,110.89193
2333,97.20836
2334,104.313385
2335,110.97003
2337,105.402245
2338,103.20751
2340,110.89193
2342,102.65199
2345,92.72124
2349,95.32558
2351,77.88794
2352,95.84444
2354,109.26939
2355,111.764595
2357,110.01912
2358,96.634476
2360,95.256325
2361,109.26939
2364,95.77784
2366,99.12445
2369,98.76672
2370,95.44207
2371,110.7702
2373,102.60243
2374,105.512474
2376,112.34371
2378,106.89537
2382,103.84476
2383,93.443825
2386,107.76079
2387,99.79575
2389,98.43605
2390,104.86778
2392,93.34138
2398,110.89193
2399,94.755615
2400,99.04161
2401,109.91183
2402,97.02491
2404,99.64309
2407,101.749756
2408,100.94974
2409,105.07091
2412,85.538506
2413,101.74281
2415,94.478874
2420,101.57589
2422,99.18233
2423,103.67413
2426,93.74027
2432,98.79851
2434,92.06122
2435,95.74814
2436,109.62174
2438,106.388725
2440,106.20424
2443,101.276375
2444,91.657166
2447,104.12324
2450,94.62765
2454,104.33467
2455,108.3912
2459,97.20836
2460,103.16386
2463,96.96529
2465,96.60225
2468,80.32693
2469,96.762955
2474,95.11028
2478,95.01538
2480,90.17555
2481,116.14815
2489,96.57206
2490,101.47096
2492,94.265526
2496,97.20836
2497,99.68333
2500,95.901215
2505,96.308174
2507,99.22896
2508,110.14087
2509,94.87356
2510,77.559105
2513,91.356316
2515,96.57206
2518,93.443825
2519,104.132774
2520,93.443825
2521,107.604904
2523,100.847275
2525,96.82328
2529,110.14087
2530,96.6059
2533,105.616486
2535,92.445175
2538,100.032326
2544,106.62828
2553,110.416885
2556,94.03863
2558,92.54695
2559,110.87088
2560,94.51175
2561,108.668976
2562,97.53819
2563,106.72503
2564,91.10364
2565,112.08062
2567,99.13786
2572,94.31151
2575,97.27772
2576,113.05651
2577,96.53808
2578,97.446304
2579,108.38441
2580,93.70578
2582,103.86505
2583,92.52468
2587,91.20671
2589,109.231705
2590,97.13129
2591,110.14087
2594,97.06184
2597,97.09222
2598,105.17788
2599,95.47688
2600,100.25734
2602,116.13582
2603,94.31151
2604,96.63968
2606,100.39692
2607,77.934425
2608,100.85102
2613,110.14087
2614,103.0295
2615,111.211075
2617,109.136024
2620,100.708275
2623,108.16396
2624,98.601
2627,110.14087
2629,77.934425
2630,95.11559
2632,102.21109
2636,96.0809
2639,105.34169
2640,109.0677
2642,110.14087
2644,107.2463
2646,99.14962
2647,97.21167
2649,94.0543
2650,102.93377
2652,108.12971
2653,97.966484
2655,101.73137
2657,111.58441
2659,107.263084
2662,93.252045
2663,116.14815
2664,96.40925
2665,102.12831
2670,98.49312
2671,108.52979
2672,91.6573
2675,108.12971
2677,109.931404
2679,99.41196
2683,108.6886
2684,97.02485
2685,104.94608
2688,108.09913
2689,104.00251
2690,103.36117
2693,102.37643
2694,107.92436
2697,104.53178
2699,96.40284
2703,95.00483
2705,107.301414
2709,84.45383
2710,95.05213
2711,108.09609
2712,97.43642
2713,98.75977
2714,108.14842
2715,97.78687
2717,93.81447
2718,110.901276
2720,107.07756
2721,96.66782
2726,102.580124
2728,92.601494
2731,104.5359
2732,109.84304
2734,96.20309
2736,103.518425
2737,96.919334
2738,104.701454
2739,100.49167
2746,95.11832
2749,105.958954
2751,118.13227
2752,101.82779
2753,97.03265
2757,101.54086
2758,95.62389
2759,109.50568
2760,103.87864
2762,110.65796
2764,93.69469
2765,108.03787
2769,107.02382
2771,106.19356
2774,93.72649
2776,93.22784
2777,99.54512
2778,96.80522
2779,105.933304
2782,94.857315
2784,94.21261
2787,94.97808
2789,96.77725
2792,97.98889
2798,94.84692
2799,101.91653
2800,96.17896
2801,77.73319
2802,95.30736
2804,97.205864
2807,103.37579
2808,100.56003
2809,101.117836
2811,116.985275
2812,95.208694
2814,93.75935
2816,98.59986
2817,109.28057
2818,99.305336
2820,101.37505
2821,84.30892
2822,97.47696
2823,110.471565
2824,96.641945
2826,97.80618
2829,97.52502
2834,96.69636
2835,79.5127
2838,95.25315
2839,107.43231
2840,92.41121
2841,105.17445
2842,97.20836
2846,113.25625
2848,101.31027
2849,94.38106
2850,108.14842
2851,93.00771
2853,97.880554
2854,110.14087
2858,101.291115
2861,104.21846
2864,94.28668
2865,116.14815
2866,103.04381
2867,92.46001
2868,113.434494
2870,108.21845
2877,102.34882
2878,110.14087
2880,112.77798
2882,77.791016
2883,97.02577
2884,104.37997
2885,97.84623
2887,96.57206
2888,108.76823
2889,91.66736
2890,104.97946
2891,103.57233
2892,117.057495
2893,93.97277
2898,107.329865
2899,98.219574
2900,109.52289
2901,93.561676
2909,105.365295
2910,111.7098
2911,118.66231
2913,97.21739
2914,104.573044
2918,97.80337
2919,108.29599
2920,92.755035
2921,110.14087
2922,99.6663
2923,102.2643
2925,105.38439
2926,93.70578
2927,110.14612
2929,113.23418
2933,95.76523
2934,106.459526
2936,102.341125
2941,97.541115
2942,96.3044
2943,109.16342
2945,102.524414
2950,95.364265
2951,108.324104
2953,106.68157
2954,99.89265
2955,106.3521
2956,101.11976
2960,105.35787
2962,97.11829
2963,104.48961
2964,105.50439
2966,77.32185
2967,96.08043
2968,97.83908
2969,91.648636
2971,92.68243
2972,108.47176
2974,95.19473
2975,106.309166
2977,117.83875
2980,108.402374
2981,89.44053
2983,100.76793
2984,99.40174
2985,117.761086
2986,96.63556
2987,108.47176
2989,96.90332
2990,107.70066
2991,113.01212
2992,80.258736
2995,104.53178
2996,97.856514
3002,110.55926
3004,108.85779
3005,118.23414
3006,95.650505
3010,98.2103
3011,104.23094
3014,93.70578
3015,95.38907
3016,94.36702
3017,100.72515
3018,94.14585
3021,103.39156
3024,105.17788
3028,97.61598
3030,94.5599
3032,93.765305
3039,94.239456
3040,104.19393
3041,98.178276
3043,108.576385
3044,113.124
3046,105.5607
3055,96.523636
3056,109.18303
3058,93.3404
3059,106.68503
3061,116.950874
3063,106.07131
3066,95.45128
3067,105.17788
3068,77.66758
3069,96.66782
3072,116.59863
3073,112.558716
3074,96.13026
3077,97.075226
3082,101.40691
3084,104.53178
3085,102.17423
3088,107.2463
3091,96.27587
3092,111.4597
3093,99.42199
3094,104.5359
3096,110.75827
3097,90.96647
3098,78.19033
3102,116.75911
3106,93.56089
3109,96.28758
3111,94.35708
3112,118.23414
3113,97.068085
3115,101.02929
3116,105.99752
3117,97.82255
3121,103.712456
3122,95.349144
3123,95.81974
3124,101.37691
3125,94.36702
3126,100.56067
3127,115.778625
3129,93.00683
3130,113.49139
3132,106.78084
3134,107.72489
3135,105.13334
3137,76.56211
3138,121.733475
3140,106.71228
3144,105.29459
3145,105.3862
3146,111.28406
3147,95.262024
3148,103.47998
3149,105.21012
3150,111.430435
3151,96.55313
3152,96.47993
3155,100.9366
3156,108.14842
3159,93.16796
3161,99.11415
3162,107.48892
3163,95.643234
3165,102.28246
3172,103.14375
3173,99.1744
3176,92.425735
3177,107.32719
3179,106.309166
3183,94.331245
3186,95.0585
3187,98.93319
3189,106.56065
3190,97.707664
3192,115.778625
3193,103.14375
3194,112.762
3197,95.87427
3198,96.09119
3200,101.731636
3201,118.35384
3202,96.09119
3204,96.308174
3205,93.519394
3206,105.15735
3208,104.66108
3210,103.10992
3211,100.5765
3212,116.950874
3213,98.79297
3214,105.17968
3216,104.97946
3219,93.30698
3220,111.03415
3221,97.068085
3226,107.61889
3227,106.20823
3228,97.93639
3229,98.60242
3232,80.32693
3233,94.24322
3234,95.922554
3236,99.80192
3238,110.28752
3239,109.266556
3240,93.4029
3247,109.222015
3249,104.8033
3252,110.64719
3253,98.8494
3254,104.44036
3255,99.40591
3256,109.49903
3257,95.19045
3262,104.55256
3263,108.12971
3264,101.11976
3266,112.349945
3267,101.283325
3269,97.35685
3272,117.761086
3274,95.87427
3275,105.338905
3277,101.82685
3279,98.98984
3280,107.345894
3283,95.4311
3285,96.57206
3287,103.27592
3288,105.17788
3290,100.30621
3291,92.67795
3298,108.01409
3299,95.95682
3302,106.70143
3303,94.81738
3304,104.16662
3307,94.9263
3309,98.162605
3314,77.374596
3316,110.84371
3317,98.02221
3319,95.92277
3320,107.748634
3321,95.20458
3322,102.64063
3324,92.93893
3326,96.6495
3329,100.354614
3330,91.10364
3331,111.42693
3335,117.057495
3337,96.92364
3338,98.74385
3339,97.87964
3340,111.71095
3341,96.3436
3343,94.324234
3346,92.4185
3348,93.032196
3351,105.17788
3352,117.7164
3355,92.080505
3356,110.34347
3358,104.64384
3359,94.12031
3360,102.49117
3371,96.36724
3372,96.168816
3374,96.80512
3377,108.16965
3378,93.062386
3380,107.05108
3382,101.14465
3386,97.13237
3389,102.43269
3391,106.21807
3393,96.857506
3394,106.98459
3395,93.893394
3397,110.14087
3398,103.122986
3399,82.94794
3400,95.00149
3404,104.94535
3407,110.761826
3409,101.3353
3419,101.636665
3421,97.832275
3425,94.689384
3427,80.79758
3428,117.761086
3429,107.9143
3431,96.560715
3435,93.83175
3436,108.9414
3439,97.16883
3441,101.24405
3442,117.761086
3443,102.22677
3444,105.441475
3445,94.33199
3446,106.90324
3449,94.435104
3453,97.285446
3457,100.92151
3460,103.61336
3461,106.03024
3462,93.517456
3464,106.07131
3465,77.66758
3466,96.35234
3467,104.59674
3468,97.39689
3469,103.13431
3470,95.412476
3472,110.14087
3473,99.71553
3475,94.41483
3476,108.83399
3478,106.34351
3479,94.578384
3483,94.98541
3484,108.0046
3485,101.148346
3487,94.36288
3488,108.313095
3496,111.41458
3497,99.76057
3499,103.34217
3500,77.37982
3501,97.476425
3504,93.15218
3508,101.641594
3511,95.60467
3512,108.68847
3515,92.437996
3517,95.414154
3518,96.95767
3526,108.037544
3528,114.060875
3529,99.82348
3530,115.50242
3531,92.926414
3532,105.02785
3533,96.23704
3534,95.242455
3535,77.716415
3536,99.00702
3537,110.70975
3538,92.439064
3539,102.40319
3540,103.28162
3545,107.43855
3546,92.38673
3550,107.77429
3551,104.00471
3553,96.24021
3554,103.61336
3557,92.67795
3558,108.98069
3559,94.435104
3561,92.60102
3562,110.14087
3563,96.67594
3564,105.17788
3565,94.33199
3567,94.87897
3571,105.17788
3572,98.347275
3574,110.115234
3576,96.02205
3577,106.751785
3578,95.049934
3579,94.26609
3583,95.33401
3585,103.907364
3586,106.24376
3587,112.66931
3593,93.63897
3594,104.5569
3595,94.41963
3599,96.041084
3600,105.90162
3601,110.14087
3602,94.435104
3604,99.075966
3609,118.223045
3610,106.87777
